,image.name,X.x,Blue.count,red.count,Blue.percentage,red.percentage,total.clusters,average.clusters.32,area,circularity,X.1,X.y,Count_Nuclei,ImageNumber,Texture_AngularSecondMoment_3_0,Texture_AngularSecondMoment_3_135,Texture_AngularSecondMoment_3_45,Texture_AngularSecondMoment_3_90,Texture_Contrast_3_0,Texture_Contrast_3_135,Texture_Contrast_3_45,Texture_Contrast_3_90,Texture_Correlation_3_0,Texture_Correlation_3_135,Texture_Correlation_3_45,Texture_Correlation_3_90,Texture_DifferenceEntropy_3_0,Texture_DifferenceEntropy_3_135,Texture_DifferenceEntropy_3_45,Texture_DifferenceEntropy_3_90,Texture_DifferenceVariance_3_0,Texture_DifferenceVariance_3_135,Texture_DifferenceVariance_3_45,Texture_DifferenceVariance_3_90,Texture_Entropy_3_0,Texture_Entropy_3_135,Texture_Entropy_3_45,Texture_Entropy_3_90,Texture_Gabor_3,Texture_InfoMeas1_3_0,Texture_InfoMeas1_3_135,Texture_InfoMeas1_3_45,Texture_InfoMeas1_3_90,Texture_InfoMeas2_3_0,Texture_InfoMeas2_3_135,Texture_InfoMeas2_3_45,Texture_InfoMeas2_3_90,Texture_InverseDifferenceMoment_3_0,Texture_InverseDifferenceMoment_3_135,Texture_InverseDifferenceMoment_3_45,Texture_InverseDifferenceMoment_3_90,Texture_SumAverage_3_0,Texture_SumAverage_3_135,Texture_SumAverage_3_45,Texture_SumAverage_3_90,Texture_SumEntropy_3_0,Texture_SumEntropy_3_135,Texture_SumEntropy_3_45,Texture_SumEntropy_3_90,Texture_SumVariance_3_0,Texture_SumVariance_3_135,Texture_SumVariance_3_45,Texture_SumVariance_3_90,Texture_Variance_3_0,Texture_Variance_3_135,Texture_Variance_3_45,Texture_Variance_3_90,classification
153,Case 3 A16-24669-5556,74,35375,97055,3.373622894,9.255886078,181,0.166055046,66.33149171,0.128021905,671,74,354,19,0.093897885,0.089293119,0.09117384,0.097930995,1.855809256,2.079771421,1.946409437,1.652754078,0.334165281,0.253562453,0.301423693,0.406904859,1.271387658,1.316021812,1.289901518,1.22550556,0.977871171,1.064112592,1.002803009,0.888984235,2.774162389,2.801263458,2.788007614,2.74599015,0.128486336,-0.046251121,-0.027514593,-0.036847748,-0.06633947,0.350855709,0.274215174,0.315230795,0.414430237,0.618400025,0.596784832,0.606433781,0.637100445,4.23625352,4.237842717,4.237821613,4.237329556,1.927002678,1.913237566,1.920901292,1.938488434,3.718570599,3.492749221,3.626090546,3.92056334,1.394384804,1.393203647,1.394781407,1.394189799,Non-Viable-Tumor
154,Case 3 A16-25344-6555,75,28105,74893,2.680301666,7.142353058,149,0.136697248,65.59060403,0.116321676,672,75,333,20,0.177759067,0.166090879,0.167841737,0.191120343,1.628814428,1.845184524,1.759060705,1.251402195,0.395503352,0.315250654,0.347210998,0.535715193,1.207779862,1.261577106,1.243840474,1.106262069,1.012235945,1.109501739,1.059522466,0.802617128,2.43979927,2.475164594,2.466756398,2.375685314,0.118680223,-0.077302086,-0.049701293,-0.056336904,-0.127779156,0.422085559,0.344305387,0.365029011,0.526292164,0.686467657,0.663200024,0.668281426,0.720331879,3.703291427,3.703753018,3.703753977,3.703182389,1.761316912,1.762311525,1.764543727,1.76473506,3.760178855,3.544186201,3.630308669,4.139263333,1.346454793,1.348139917,1.346548489,1.347668042,Non-Viable-Tumor
155,Case 3 A16-29058-10941,76,85456,126194,8.149719238,12.03479767,627,0.575229358,84.18660287,0.108921028,673,76,412,21,0.045506865,0.042468517,0.041274878,0.046155145,2.741757086,3.232341207,3.500048444,2.680191563,0.468243941,0.373600809,0.321720798,0.480462207,1.424791177,1.491354068,1.524308328,1.414498556,1.34089009,1.529547807,1.630826599,1.328116754,3.384292368,3.432682867,3.452309144,3.3774269,0.25704999,-0.077794648,-0.050679089,-0.039544306,-0.082151583,0.489533754,0.40435296,0.360568755,0.501271739,0.551332444,0.522019279,0.508035771,0.557628388,5.78170337,5.783560892,5.783546503,5.784979302,2.317067017,2.299202554,2.287463395,2.321042206,7.570324131,7.088027933,6.820327897,7.637400978,2.578969767,2.578707549,2.580608155,2.578965568,Non-Viable-Tumor
156,Case 3 A16-30229-10876,77,75276,143237,7.178878784,13.66014481,440,0.403669725,83.52272727,0.127249289,674,77,339,22,0.047826259,0.045149734,0.044688128,0.047344889,2.405987925,2.798485478,2.909900896,2.419948656,0.424512776,0.330468443,0.303799813,0.421230362,1.367103431,1.427265992,1.443633441,1.368930705,1.197011215,1.333688047,1.376871991,1.185629663,3.34471961,3.390142867,3.399652752,3.349611205,0.106703352,-0.075091451,-0.048837201,-0.043356077,-0.072304773,0.479262332,0.395087045,0.373985367,0.47137397,0.57092455,0.540221234,0.533578991,0.565722131,6.335537693,6.335357109,6.335343679,6.335713685,2.2664132,2.237798987,2.229318639,2.264915591,5.95557871,5.561038474,5.449478578,5.942437192,2.090434192,2.090086659,2.090136539,2.090835409,Non-Viable-Tumor
157,Case 3 A16-31398-22850,78,58430,87638,5.572319031,8.357810974,117,0.10733945,69.35042735,0.102704307,675,78,293,23,0.106233997,0.099570255,0.099016135,0.110234403,1.51965081,1.755291666,1.813456109,1.345222017,0.615989697,0.556622224,0.54192802,0.66061531,1.180505062,1.24116871,1.251714001,1.137451994,0.902806426,0.998150737,1.033527211,0.796959266,2.765465392,2.81273654,2.820687318,2.738801003,0.138942935,-0.157749454,-0.126768285,-0.121490311,-0.176656334,0.614403497,0.562883711,0.553073223,0.641735673,0.675451887,0.646841094,0.644111957,0.6867105,4.431574628,4.433217803,4.4332226,4.435088723,2.035094275,2.029660612,2.028873406,2.040268381,6.394872633,6.162421765,6.104243573,6.582194613,1.974582142,1.983942996,1.975891221,1.982349105,Non-Viable-Tumor
158,Case 3 A16-32696-21122,79,183080,180979,17.45986938,17.25950241,2009,1.843119266,51.68541563,0.11059369,676,79,333,24,0.021966145,0.018929327,0.019831956,0.020929546,5.384502594,7.307010181,6.822805319,5.787907076,0.414671066,0.205650683,0.258282673,0.370921507,1.703257232,1.829943091,1.800618722,1.735398295,2.490344367,3.00807103,3.01369527,2.562673056,3.974200361,4.055979521,4.031777779,4.002026795,0.20839784,-0.05544021,-0.015383349,-0.027225338,-0.041833768,0.450305402,0.246868478,0.324522796,0.396454819,0.45689809,0.388859209,0.417697407,0.436070361,8.966057519,8.96794255,8.967966532,8.966008738,2.627177226,2.575192902,2.590470131,2.617838291,13.01368573,11.09041826,11.57451338,12.61330422,4.598760471,4.60007226,4.598515779,4.600280737,Non-Viable-Tumor
159,Case 3 A16-35442-28193,80,74122,279826,7.068824768,26.68628693,213,0.195412844,73.11267606,0.13408326,677,80,126,25,0.120646973,0.068920883,0.069459466,0.069381757,0.465310511,1.434650978,1.413215712,1.402249059,0.941125023,0.818577056,0.82128058,0.822769588,0.726924248,1.143099638,1.137352987,1.135883224,0.359603926,0.814040305,0.812468446,0.799553543,2.592543801,3.069480958,3.061786462,3.061477058,0.106028886,-0.551658311,-0.285041899,-0.289466449,-0.289810442,0.928069353,0.799819053,0.803261406,0.803606156,0.85071246,0.665368183,0.670897603,0.669361077,7.863946958,7.865911836,7.865928144,7.866541878,2.275338678,2.345273934,2.352614942,2.348363612,15.34120508,14.37972633,14.40115637,14.42096774,3.947227872,3.962114388,3.953332034,3.959925595,Non-Viable-Tumor
160,Case 3 A16-35584-14421,81,90112,165183,8.59375,15.75307846,589,0.540366972,70.60101868,0.138099374,678,81,354,26,0.042543828,0.038447991,0.040322529,0.04129721,2.341238293,3.073229084,2.720453244,2.499198473,0.475296044,0.311221555,0.390279014,0.43998573,1.352084454,1.460532791,1.41208204,1.378326305,1.097755108,1.342590744,1.2387961,1.143034431,3.371756536,3.451239296,3.41606463,3.394993032,0.072499261,-0.077817635,-0.032491486,-0.052549788,-0.064632887,0.488808203,0.328264525,0.410327283,0.450458493,0.557639344,0.50492567,0.531106317,0.54321314,6.21812829,6.218084285,6.218097715,6.218143594,2.307318772,2.261257748,2.283770244,2.298214951,6.58277823,5.850434431,6.203146856,6.426269044,2.231463765,2.229436647,2.230356395,2.230366142,Non-Viable-Tumor
161,Case 3 A16-35991-7626,82,84268,140540,8.036422729,13.40293884,636,0.583486239,72.61320755,0.121448404,679,82,305,27,0.049186682,0.045795647,0.046104751,0.051640825,2.736887664,3.163237056,3.14703566,2.378186023,0.514415982,0.438496135,0.441369335,0.577889451,1.428547773,1.4885714,1.486001591,1.371569932,1.379745477,1.539001863,1.541468918,1.204185966,3.388671342,3.435751665,3.432852008,3.347234623,0.213104808,-0.092630156,-0.066018289,-0.067653423,-0.115753501,0.529599844,0.457276447,0.462258522,0.5806749,0.561227271,0.533776577,0.536282407,0.578705222,5.798127028,5.797676799,5.797695025,5.796856827,2.349728168,2.339240073,2.339309315,2.357369279,8.535668818,8.10377567,8.119924966,8.889884717,2.819915298,2.813942498,2.817484315,2.815990021,Non-Viable-Tumor
162,Case 3 A16-36233-10925,83,49827,127817,4.751873016,12.18957901,232,0.212844037,68.01724138,0.145531001,680,83,313,28,0.054769983,0.053661119,0.052027493,0.056174186,2.606771471,2.68623548,2.981403264,2.416891757,0.311933544,0.290885265,0.212976828,0.362365237,1.401894447,1.412232279,1.453879305,1.371514706,1.206791877,1.218659588,1.333252833,1.130327278,3.194067901,3.202623905,3.223618125,3.175916919,0.130006519,-0.035251797,-0.029996108,-0.017093941,-0.04640967,0.329091053,0.304860615,0.232516357,0.37426506,0.541553875,0.532266853,0.515064129,0.553753172,5.15522657,5.155509041,5.15552343,5.154082624,2.13609733,2.129542847,2.110087237,2.147534757,4.970316976,4.890062445,4.595001462,5.163909668,1.894447476,1.894349497,1.894753064,1.895658243,Non-Viable-Tumor
163,Case 3 A16-3833-2415,627,26470,63047,2.524375916,6.012630463,149,0.136697248,62.67114094,0.12053369,80,80,82,11,0.617470715,0.604517789,0.600804669,0.613734079,1.199662555,1.487098071,1.581948523,1.265010942,0.721265611,0.654851897,0.63284031,0.705881686,0.71502879,0.768088471,0.787175839,0.731872635,1.044857808,1.278578207,1.352313793,1.09545734,1.228328343,1.266343592,1.278004669,1.239357956,0.275471492,-0.301677173,-0.250652087,-0.234219994,-0.285216408,0.594865374,0.551828698,0.536751285,0.581620163,0.873455722,0.859922164,0.854643425,0.868660873,3.270809103,3.272461463,3.272461463,3.269823932,1.012016886,1.036247108,1.042549416,1.019801735,7.40825217,7.130052572,7.03520212,7.337001225,2.15063488,2.152808501,2.150113128,2.147682042,Non-Viable-Tumor
164,Case 3 A16-40231-27051,84,38561,156622,3.677463531,14.93663788,214,0.196330275,80.75233645,0.095545608,681,84,249,29,0.076569949,0.066404463,0.066380798,0.070332838,1.363969913,1.878440123,1.929044426,1.595546263,0.743597674,0.647158782,0.637651995,0.700426421,1.11629183,1.245627121,1.253862192,1.185891584,0.877521089,1.136366827,1.173450263,0.977428671,3.016674806,3.141543825,3.146467298,3.090980867,0.120987195,-0.25521192,-0.183341054,-0.180497742,-0.21286617,0.765679958,0.68527309,0.681437526,0.7218969,0.71121188,0.659232696,0.658587936,0.679965877,5.517178318,5.519037528,5.519058633,5.520516421,2.304730257,2.299642403,2.298769843,2.304051267,9.275323172,8.769068408,8.718423012,9.056569772,2.659919254,2.661856027,2.662033416,2.663098399,Non-Viable-Tumor
165,Case 3 A16-5621-4126,628,6153,11502,0.586795807,1.096916199,56,0.051376147,71.375,0.118713762,81,81,47,12,0.913162361,0.908468792,0.908598993,0.911112414,0.211982929,0.290173736,0.283793519,0.234573947,0.743650601,0.647439791,0.655259891,0.71841008,0.201041267,0.225333988,0.224245535,0.209831526,0.206121317,0.281085361,0.274885859,0.227781906,0.320914328,0.336197626,0.335533249,0.327892883,0.011562523,-0.402699282,-0.321745604,-0.325494377,-0.380931221,0.387254682,0.348504396,0.350280763,0.378224895,0.973958451,0.969523124,0.969640476,0.972446426,2.229981903,2.229024952,2.229064283,2.231928333,0.279416492,0.289523541,0.289388611,0.284353324,1.441867789,1.355900658,1.362625469,1.431487162,0.414098446,0.410157059,0.411605614,0.415794433,Non-Viable-Tumor
166,Case 3 A16-6244-27384,629,25829,63340,2.463245392,6.04057312,217,0.199082569,67.58986175,0.114424859,82,82,147,13,0.492983394,0.48009806,0.48008874,0.493054909,1.667687546,1.990033968,1.995480799,1.667126094,0.653674458,0.58682418,0.585693806,0.653348184,0.915209619,0.969956969,0.973048052,0.915012681,1.347514787,1.581500602,1.584596947,1.345163764,1.578407675,1.617431815,1.618314572,1.577757833,0.25048273,-0.223449166,-0.180020549,-0.179043496,-0.222332478,0.572635076,0.523467862,0.522241442,0.571054564,0.815135516,0.798684645,0.797986746,0.814473843,3.561273797,3.561812131,3.561812131,3.558757307,1.284828755,1.302420202,1.302286898,1.284263824,7.963048136,7.642826169,7.637379338,7.951319631,2.406015451,2.408980294,2.405635218,2.40370708,Non-Viable-Tumor
167,Case 3 A16-6841-16910,630,26308,46912,2.508926392,4.473876953,314,0.288073394,63.52547771,0.078025148,83,83,279,14,0.683623401,0.669644215,0.662200675,0.677926169,1.300720992,1.688452392,1.835889034,1.400867907,0.664963877,0.565561223,0.527624597,0.639891652,0.655461397,0.716922026,0.738861114,0.674988769,1.149066476,1.469724945,1.586920639,1.229810427,1.041770918,1.08110029,1.094938195,1.055117208,0.137995177,-0.240361162,-0.17488387,-0.151735226,-0.219692275,0.497898891,0.43289592,0.405704355,0.47894743,0.883261825,0.867527959,0.86102981,0.877605917,2.992276452,2.993159325,2.993159325,2.9938489,0.869416655,0.893078102,0.905077488,0.879485151,6.463918486,6.084549839,5.937113198,6.379387781,1.943785015,1.940081567,1.945347712,1.944530167,Non-Tumor
168,Case 3 A16-7295-31391,631,149636,252901,14.270401,24.11851883,177,0.162385321,70.97740113,0.158283776,84,84,39,15,0.175514699,0.143811904,0.139261666,0.141585109,0.246072708,0.480118299,0.544538252,0.495821154,0.974188344,0.949593823,0.942833229,0.947929903,0.503977688,0.711260559,0.745739009,0.72585911,0.210019128,0.370476615,0.415001622,0.378394398,1.981448507,2.180895289,2.211251755,2.194107504,0.0578416,-0.639887721,-0.502372231,-0.48154301,-0.493351456,0.919248701,0.876706439,0.868404988,0.873187983,0.909958584,0.847274486,0.83567723,0.84192348,10.05905668,10.06528043,10.06528043,10.06416714,1.839531401,1.909166003,1.915840731,1.91016734,18.82060672,18.56569015,18.50127019,18.54378962,4.769288699,4.776041286,4.781294121,4.777133213,Non-Tumor
169,Case 3 A16-9134-12603,632,15061,58087,1.436328888,5.539608002,111,0.101834862,78.38738739,0.094724314,85,85,304,16,0.444735907,0.417765405,0.40994031,0.424459821,1.235375474,1.600635432,1.708483262,1.486312821,0.518819556,0.376553543,0.334547512,0.421320801,0.917535686,1.011186319,1.038168369,0.986010912,0.952304789,1.18553363,1.246431376,1.109828114,1.594118124,1.648976066,1.662865302,1.635575843,0.183612372,-0.139378655,-0.075106803,-0.058866628,-0.091242534,0.461052387,0.347534671,0.309870374,0.3805217,0.800091703,0.766721736,0.755473133,0.775056898,3.144548467,3.144268117,3.144269076,3.144703416,1.281048167,1.303701826,1.30864997,1.299525243,3.899387251,3.534159126,3.426311019,3.650601155,1.285136182,1.282484385,1.285384119,1.284463685,Non-Tumor
170,Case 3 A17-12112-17050,633,30369,81007,2.896213531,7.725429535,206,0.188990826,81.28640777,0.077841362,86,86,275,17,0.49367717,0.468481323,0.454366836,0.46913102,1.387696269,1.882566975,2.199953762,1.807510062,0.720523818,0.621063753,0.557178464,0.636131749,0.841203861,0.95738641,1.010070509,0.945145183,1.144395845,1.491261335,1.708551607,1.430082239,1.54107695,1.617149094,1.652294737,1.609807563,0.270033037,-0.283534078,-0.199446015,-0.160328893,-0.207372002,0.631652647,0.548742598,0.500255422,0.557645098,0.834418325,0.799158636,0.781647571,0.800731403,3.613908699,3.61477628,3.614792588,3.614282681,1.290341274,1.328341666,1.347615305,1.327707018,8.542992074,8.053487492,7.736119025,8.127459256,2.484291817,2.481825578,2.485074399,2.48318033,Non-Viable-Tumor
171,Case 3 A17-12247-30984,634,89848,334256,8.568572998,31.87713623,279,0.255963303,70.10752688,0.142787563,87,87,101,18,0.271205863,0.224550252,0.219691222,0.221760072,0.400182113,0.741248665,0.722603006,0.721453959,0.80552688,0.638469836,0.647588867,0.648716051,0.663424694,0.855068475,0.863876005,0.860804967,0.308579177,0.513143077,0.480333157,0.486518746,1.75722515,1.929106317,1.938663808,1.934792921,0.037904135,-0.319106565,-0.153406984,-0.144092088,-0.148423088,0.697908707,0.52368646,0.510124855,0.516565999,0.857244192,0.783073763,0.773621445,0.777838649,11.08249418,11.08442588,11.08442684,11.08412115,1.523419704,1.523679882,1.512096536,1.51558776,3.71526177,3.359356321,3.378005656,3.385963735,1.032427192,1.027063824,1.034220883,1.032328474,Non-Tumor
172,Case 3 A17-12545-27848,635,8353,22757,0.796604156,2.170276642,63,0.057798165,73.88888889,0.119586261,88,88,51,19,0.749834918,0.74231797,0.739644142,0.745153729,0.383437079,0.473931858,0.5206357,0.422149509,0.80752481,0.761649311,0.73816384,0.787509348,0.41241994,0.450963249,0.466753825,0.43485023,0.355452852,0.435912094,0.477539833,0.388820032,0.79966366,0.825571613,0.836359526,0.813924933,0.033632584,-0.423305548,-0.367559541,-0.346221531,-0.389216227,0.590885987,0.558363871,0.544756255,0.571487295,0.936294468,0.927953348,0.92450687,0.931023591,2.645886577,2.644268597,2.644268597,2.64360825,0.689242911,0.702998809,0.707560619,0.698499941,3.600836199,3.502639938,3.455936096,3.550940242,0.995614039,0.990048093,0.989135881,0.98873367,Non-Tumor
173,Case 3 A17-13333-19421,636,14149,35986,1.34935379,3.431892395,132,0.121100917,72.22727273,0.071141206,89,89,284,20,0.646927304,0.64624597,0.621573996,0.650771821,1.236436207,1.320187905,1.681387244,1.190624809,0.507374918,0.473022858,0.328845648,0.524921714,0.702919306,0.711590195,0.784494643,0.692665707,1.054181701,1.128264198,1.396498062,1.018025818,1.050549771,1.056437757,1.093497738,1.045000407,0.149642735,-0.137072475,-0.125144098,-0.05942853,-0.146096465,0.378503847,0.362744485,0.254524342,0.389716292,0.859031485,0.858270226,0.833160483,0.861994018,2.78500417,2.783979141,2.783983938,2.784351853,0.868185406,0.869333087,0.894803345,0.863632948,3.783348942,3.690228491,3.329046573,3.82170585,1.255591786,1.251528981,1.252823722,1.252656158,Non-Tumor
174,Case 3 A17-14482-34987,637,103306,327536,9.852027893,31.23626709,259,0.237614679,70.01930502,0.143327068,90,90,95,21,0.159811704,0.126801067,0.122841189,0.124044955,0.728266941,1.445201215,1.552041794,1.50576564,0.887881258,0.777359034,0.760881157,0.768183069,0.794058294,1.049420303,1.080563366,1.068627076,0.579061564,1.046739042,1.107288619,1.078646963,2.229187034,2.46756137,2.49486249,2.485474301,0.130521773,-0.449426663,-0.283246915,-0.264389687,-0.27131218,0.851784283,0.746520518,0.72970067,0.736045134,0.838437135,0.756106382,0.74414946,0.748232232,8.637432281,8.640177238,8.640145581,8.637273506,1.971977525,2.04730875,2.05055849,2.050449244,12.26234324,11.53608179,11.42924913,11.48486329,3.249346785,3.237575283,3.241026494,3.241651924,Non-Tumor
175,Case 3 A17-15765-20926,638,15267,41035,1.455974579,3.913402557,163,0.149541284,69.32515337,0.058364212,91,91,283,22,0.591853742,0.584283257,0.560658598,0.580720453,1.233019673,1.415819217,1.818037664,1.434189635,0.576427748,0.514214534,0.376220587,0.507983705,0.755586038,0.791873306,0.867512264,0.800042581,1.029909575,1.174256162,1.468939909,1.182694346,1.205299668,1.227763282,1.270653836,1.232632,0.130236326,-0.175098526,-0.142176937,-0.077301566,-0.135752002,0.45467802,0.414059634,0.311893707,0.405454539,0.84580703,0.836312138,0.811559784,0.832916096,2.962332999,2.963135564,2.963161464,2.963693109,0.995254784,1.004071516,1.028353242,1.008192587,4.588969182,4.413165193,4.011052258,4.395654944,1.453685384,1.458435635,1.454855736,1.456836922,Non-Tumor
176,Case 3 A17-16570-4475,639,82794,126241,7.895851135,12.03927994,659,0.604587156,75.63429439,0.158370629,92,92,299,23,0.315430294,0.296867251,0.299356228,0.321705824,2.403095541,2.933163604,2.863151008,2.239488323,0.575162353,0.481539723,0.493912714,0.604014978,1.177599489,1.256202673,1.246223224,1.150070715,1.714570707,2.011672931,1.974169504,1.618989158,2.028477524,2.082164415,2.076009211,2.008923919,0.181302461,-0.15670696,-0.108419071,-0.114118501,-0.174453077,0.540238648,0.461026606,0.471365276,0.564779732,0.728326523,0.697674838,0.701663685,0.738643849,4.275300716,4.276399336,4.276401254,4.275298803,1.636271991,1.663003574,1.659607763,1.625496113,8.909894888,8.381687846,8.45169938,9.071467777,2.829515667,2.825649549,2.828196789,2.825954491,Non-Viable-Tumor
177,Case 3 A17-18662-24877,640,14248,45591,1.358795166,4.347896576,74,0.067889908,88.14864865,0.09416814,93,93,242,24,0.616441188,0.581525433,0.582120447,0.586018644,0.855941249,1.297191879,1.311575427,1.227562974,0.618948439,0.422713111,0.416313374,0.453781729,0.671331009,0.79347224,0.793947944,0.777522691,0.731385531,1.063380875,1.077179602,1.011177261,1.136889742,1.211223712,1.211818051,1.202564556,0.14728258,-0.214830396,-0.098124607,-0.097062305,-0.112232404,0.489427672,0.342873324,0.341335163,0.365249948,0.870569863,0.832919543,0.833537558,0.837914847,2.830921737,2.830932398,2.830932398,2.831239287,0.946569432,0.985630591,0.985069004,0.981653361,3.636578815,3.196902289,3.182518741,3.267199226,1.122947877,1.122242272,1.121876204,1.122230863,Non-Tumor
178,Case 3 A17-18676-13247,85,105888,212549,10.0982666,20.27025223,584,0.535779817,64.625,0.178570422,682,85,314,30,0.036382135,0.034235792,0.034525459,0.036256067,2.808149945,3.285154747,3.204729093,2.821835211,0.417900655,0.318772096,0.335445102,0.414851432,1.430924323,1.49360968,1.483185762,1.432317897,1.295287403,1.451493527,1.42468497,1.295143787,3.495707438,3.540634202,3.534411902,3.497558716,0.195504965,-0.063427854,-0.038432342,-0.041879687,-0.062278089,0.452408047,0.359952269,0.374588569,0.44873077,0.531358057,0.500150384,0.504741214,0.529327839,7.227978085,7.230417837,7.230397692,7.230857079,2.340871955,2.311967002,2.317682609,2.339748206,6.840200485,6.359641771,6.439984617,6.822998165,2.412879467,2.408917626,2.410457185,2.40970148,Non-Viable-Tumor
179,Case 3 A17-2310-19149,641,5890,13502,0.561714172,1.287651062,74,0.067889908,61.7027027,0.082945034,94,94,18,25,0.88167935,0.878135278,0.877648128,0.882872252,0.282612979,0.354943829,0.375151208,0.249912961,0.793733645,0.74113367,0.726435727,0.819008612,0.257237903,0.278299467,0.283420387,0.247624676,0.272416017,0.341064175,0.360227578,0.241203166,0.433690267,0.447708486,0.450201795,0.428911561,0.013974316,-0.440893808,-0.392225741,-0.383417918,-0.471751923,0.468570908,0.444991968,0.440540262,0.482361261,0.965747311,0.961847958,0.960939911,0.967475212,2.35796611,2.358299415,2.358340664,2.360856582,0.372927888,0.380602277,0.381414922,0.370270322,2.457018236,2.386906327,2.367066533,2.511686336,0.678050866,0.692029402,0.678466569,0.690097577,Non-Tumor
180,Case 3 A17-25048-1930,86,24896,48242,2.374267578,4.600715637,189,0.173394495,74.6984127,0.124920258,683,86,142,31,0.447191327,0.437035416,0.436836214,0.447261063,0.561040417,0.746526662,0.761822492,0.567407681,0.792027035,0.723229786,0.717570348,0.789652279,0.716059787,0.791793546,0.797579961,0.717906082,0.463760416,0.608946592,0.620686478,0.469183297,1.65346647,1.710856175,1.713215745,1.654663715,0.046627363,-0.404633901,-0.347963612,-0.345238217,-0.401687601,0.753683061,0.717195692,0.715587542,0.752207385,0.867799243,0.849825713,0.848381423,0.86748489,3.284919044,3.283861629,3.283866425,3.283755012,1.338075057,1.347988841,1.346868979,1.337610198,4.834259052,4.647942463,4.632663096,4.827295019,1.34790781,1.346574002,1.344735556,1.345717526,Non-Viable-Tumor
181,Case 3 A17-26576-11618,87,104333,202508,9.949970245,19.31266785,458,0.420183486,62.33406114,0.225451425,684,87,273,32,0.038589643,0.036900306,0.036170058,0.038281612,2.4451279,2.732609328,2.916320444,2.509384947,0.45427193,0.390293293,0.34930672,0.440383825,1.366598313,1.409880367,1.436792001,1.377463894,1.089456139,1.183374969,1.25173752,1.117049776,3.403605112,3.436862404,3.453931788,3.411261876,0.154743226,-0.06788858,-0.049077897,-0.039393698,-0.063739851,0.461235577,0.398513427,0.360003438,0.448525388,0.539410221,0.517980976,0.507412754,0.535829021,6.661004645,6.660586067,6.660574555,6.658455635,2.311440029,2.296358746,2.283444267,2.307893673,6.515841094,6.231072935,6.04740005,6.458847875,2.24091508,2.23919064,2.240544127,2.241006398,Non-Viable-Tumor
182,Case 3 A17-27172-22922,88,21984,99040,2.096557617,9.44519043,117,0.10733945,94.91452991,0.081149292,685,88,267,33,0.100808889,0.086818728,0.085622379,0.091736893,1.42174205,1.96564314,2.03544661,1.70186532,0.563633768,0.396723873,0.375285867,0.47728108,1.157733549,1.287993432,1.302727387,1.232074165,0.830477512,1.051627528,1.079803596,0.934342692,2.766565815,2.871384777,2.880679345,2.831334436,0.153280837,-0.133931256,-0.063343765,-0.057063528,-0.08982018,0.572508011,0.413829144,0.394578966,0.48351878,0.676793853,0.615715472,0.609515349,0.639588778,4.429558376,4.430039686,4.430039686,4.428500513,2.028027377,2.009005356,2.005523196,2.019058275,5.094534488,4.550918545,4.480957751,4.809721626,1.629667978,1.628532958,1.629661578,1.627854874,Non-Viable-Tumor
183,Case 3 A17-27836-33168,89,41920,295580,3.997802734,28.18870544,122,0.111926606,75.42622951,0.109885648,686,89,102,34,0.267501949,0.213803026,0.21100118,0.211718572,0.360188005,0.798904686,0.838022488,0.809365627,0.768910438,0.483511424,0.45818447,0.476785135,0.663798341,0.925651691,0.947564776,0.938801279,0.267304566,0.505394382,0.518860535,0.500539295,1.902624921,2.150223602,2.162931681,2.158602014,0.049817995,-0.334769966,-0.115465206,-0.104204208,-0.109026838,0.731353448,0.481354475,0.460310734,0.469600977,0.852699051,0.752489128,0.742618033,0.745713813,9.745079885,9.747616412,9.747656702,9.745472997,1.639666611,1.608940288,1.592170311,1.596559186,2.757097716,2.294620165,2.255242588,2.28435575,0.779555267,0.778850815,0.779314064,0.779173427,Non-Tumor
185,Case 3 A17-29372-19206,90,31484,77282,3.002548218,7.370185852,304,0.278899083,66.89802632,0.067400844,687,90,278,35,0.073235375,0.066954081,0.071682299,0.074974469,1.504410313,1.876127282,1.615188773,1.341608449,0.595212774,0.494612491,0.564879614,0.639272257,1.174168321,1.25952448,1.199605078,1.132456663,0.823169366,0.96847453,0.876460131,0.726376612,2.995395297,3.071061851,3.0169686,2.963643998,0.088383051,-0.134602258,-0.086952556,-0.120748649,-0.154672317,0.592617673,0.493855886,0.566938489,0.625890301,0.65092838,0.609291667,0.640437323,0.660937474,5.210464044,5.208874171,5.208857863,5.211074276,2.173581301,2.148868322,2.168720241,2.179868462,5.928564866,5.548098115,5.808909136,6.096637928,1.852766664,1.865873283,1.854895046,1.863905464,Non-Viable-Tumor
184,Case 3 A17-2937-33559,642,16268,74233,1.551437378,7.079410553,32,0.029357798,81.90625,0.162422663,95,95,13,26,0.682950119,0.67942086,0.681753755,0.680735363,0.118030156,0.206828012,0.147212168,0.163822424,0.981437857,0.967489956,0.976838575,0.974245583,0.252157028,0.314768889,0.281774805,0.304863964,0.112898813,0.196574342,0.140153758,0.155109416,0.801091187,0.833416711,0.816084466,0.824414244,0.01595381,-0.753541687,-0.70071065,-0.731449092,-0.71758121,0.788693001,0.772077721,0.780931601,0.777221629,0.968229696,0.958209721,0.963467672,0.95942879,3.62760066,3.62773145,3.627696915,3.629261103,0.748502967,0.761081881,0.753231944,0.754434899,12.59213277,12.50480793,12.56425993,12.55521477,3.168268829,3.194189437,3.175641633,3.186792581,Non-Tumor
